Academic_Year,County_Code,District_Code,School_Code,County_Name,District_Name,School_Name,District_Type,School_Type,Educational_Option_Type,NSLP_Provision_Status,Charter_School,Charter_School_Number,Charter_Funding_Type,IRC,Low_Grade,High_Grade,Enrollment_K12,Free_Meal_Count_K12,Percent_Eligible_Free_K12,FRPM_Count_K12,Percent_Eligible_FRPM_K12,Enrollment_Ages5_17,Free_Meal_Count_Ages_5_17,Percent_Eligible_Free_Ages_5_17,FRPM_Count_Ages_5_17,Percent_Eligible_FRPM_Ages_5_17,2015-16_CALPADS_Fall_1_Certification_Status
2014-2015,28,66266,6026876,Napa,Napa Valley Unified,Napa Junction Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,P,5,467,204,43.7%,265,56.7%,440,191,43.4%,249,56.6%,Y
2014-2015,28,66266,6026892,Napa,Napa Valley Unified,Northwood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,355,105,29.6%,146,41.1%,355,105,29.6%,146,41.1%,Y
2014-2015,28,66266,6026900,Napa,Napa Valley Unified,Phillips Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,545,366,67.2%,466,85.5%,545,366,67.2%,466,85.5%,Y
2014-2015,28,66266,6026918,Napa,Napa Valley Unified,Pueblo Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,286,141,49.3%,193,67.5%,270,134,49.6%,184,68.1%,Y
2014-2015,28,66266,6026926,Napa,Napa Valley Unified,Salvador Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,260,106,40.8%,139,53.5%,229,97,42.4%,127,55.5%,Y
2014-2015,28,66266,6026934,Napa,Napa Valley Unified,Shearer Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,543,378,69.6%,476,87.7%,531,371,69.9%,468,88.1%,Y
2014-2015,28,66266,6026942,Napa,Napa Valley Unified,Snow Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,514,332,64.6%,392,76.3%,514,332,64.6%,392,76.3%,Y
2014-2015,28,66266,6026967,Napa,Napa Valley Unified,Vichy Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,374,38,10.2%,49,13.1%,374,38,10.2%,49,13.1%,Y
2014-2015,28,66266,6026975,Napa,Napa Valley Unified,West Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,351,75,21.4%,98,27.9%,351,75,21.4%,98,27.9%,Y
2014-2015,28,66266,6026983,Napa,Napa Valley Unified,Napa Valley Language Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,0167,Locally funded,N,K,6,705,251,35.6%,337,47.8%,705,251,35.6%,337,47.8%,Y
2014-2015,28,66266,6027007,Napa,Napa Valley Unified,Yountville Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,127,19,15.0%,29,22.8%,127,19,15.0%,29,22.8%,Y
2014-2015,28,66266,6058788,Napa,Napa Valley Unified,Redwood Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,080",396,36.7%,502,46.5%,"1,080",396,36.7%,502,46.5%,Y
2014-2015,28,66266,6058796,Napa,Napa Valley Unified,Silverado Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,808,342,42.3%,431,53.3%,808,342,42.3%,431,53.3%,Y
2014-2015,28,66266,6113302,Napa,Napa Valley Unified,River Charter,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,0091,Locally funded,N,6,8,361,53,14.7%,87,24.1%,361,53,14.7%,87,24.1%,Y
2014-2015,28,66266,6115240,Napa,Napa Valley Unified,American Canyon Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,"1,058",263,24.9%,357,33.7%,"1,058",263,24.9%,357,33.7%,Y
2014-2015,28,66282,6027015,Napa,Pope Valley Union Elementary,Pope Valley Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,50,27,54.0%,27,54.0%,50,27,54.0%,27,54.0%,Y
2014-2015,28,66290,2837102,Napa,Saint Helena Unified,Saint Helena High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,507,109,21.5%,185,36.5%,483,98,20.3%,172,35.6%,Y
2014-2015,28,66290,6027031,Napa,Saint Helena Unified,Robert Louis Stevenson Intermediate,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,288,70,24.3%,89,30.9%,288,70,24.3%,89,30.9%,Y
2014-2015,28,66290,6027049,Napa,Saint Helena Unified,Saint Helena Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,3,5,236,90,38.1%,110,46.6%,236,90,38.1%,110,46.6%,Y
2014-2015,28,66290,6117964,Napa,Saint Helena Unified,Saint Helena Primary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,2,238,67,28.2%,80,33.6%,232,67,28.9%,80,34.5%,Y
2014-2015,29,10298,0114314,Nevada,Nevada County Office of Education,Bitney College Preparatory High,County Office of Education (COE),High Schools (Public),Traditional,,Y,0871,Locally funded,N,9,12,101,23,22.8%,38,37.6%,99,22,22.2%,37,37.4%,Y
2014-2015,29,10298,0114322,Nevada,Nevada County Office of Education,Yuba River Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,0870,Locally funded,N,K,8,292,96,32.9%,147,50.3%,288,94,32.6%,144,50.0%,Y
2014-2015,29,10298,0114330,Nevada,Nevada County Office of Education,Nevada City School of the Arts,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,0869,Locally funded,N,K,8,390,124,31.8%,195,50.0%,384,121,31.5%,190,49.5%,Y
2014-2015,29,10298,0114975,Nevada,Nevada County Office of Education,Sierra Montessori Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,0947,Directly funded,N,K,8,100,40,40.0%,46,46.0%,100,40,40.0%,46,46.0%,Y
2014-2015,29,10298,0116681,Nevada,Nevada County Office of Education,Launch,County Office of Education (COE),County Community,County Community School,,N,,,N,7,12,9,7,77.8%,7,77.8%,9,7,77.8%,7,77.8%,Y
2014-2015,29,10298,0116913,Nevada,Nevada County Office of Education,"Sugarloaf Mountain, Juvenile Hall Program",County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,N,,,N,6,12,7,3,42.9%,3,42.9%,7,3,42.9%,3,42.9%,Y
2014-2015,29,10298,0123539,Nevada,Nevada County Office of Education,Edge Academy,County Office of Education (COE),County Community,County Community School,,N,,,N,7,12,2,1,50.0%,2,100.0%,1,0,0.0%,1,100.0%,Y
2014-2015,29,10298,0126219,Nevada,Nevada County Office of Education,Forest Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,,Y,1427,Locally funded,N,K,12,720,225,31.3%,337,46.8%,691,213,30.8%,316,45.7%,Y
2014-2015,29,10298,0126227,Nevada,Nevada County Office of Education,Twin Ridges Home Study Charter,County Office of Education (COE),Elementary Schools (Public),Traditional,,Y,1428,Locally funded,N,K,8,118,46,39.0%,71,60.2%,118,46,39.0%,71,60.2%,Y
2014-2015,29,10298,0130823,Nevada,Nevada County Office of Education,EPIC de Cesar Chavez,County Office of Education (COE),High Schools (Public),Traditional,,Y,1680,Locally funded,Y,9,12,81,59,72.8%,68,84.0%,0,0,0.0%,0,0.0%,Y
2014-2015,29,10298,2930147,Nevada,Nevada County Office of Education,Muir Charter,County Office of Education (COE),High Schools (Public),Traditional,,Y,0255,Directly funded,Y,9,12,"1,831","1,544",84.3%,"1,663",90.8%,222,192,86.5%,214,96.4%,Y
2014-2015,29,10298,6077226,Nevada,Nevada County Office of Education,Nevada County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,N,,,N,K,12,40,20,50.0%,24,60.0%,40,20,50.0%,24,60.0%,Y
2014-2015,29,66316,0125013,Nevada,Chicago Park Elementary,Chicago Park Community Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,1339,Locally funded,N,K,8,52,12,23.1%,15,28.8%,52,12,23.1%,15,28.8%,Y
2014-2015,29,66316,6027080,Nevada,Chicago Park Elementary,Chicago Park Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,121,36,29.8%,45,37.2%,120,36,30.0%,45,37.5%,Y
2014-2015,29,66324,6027098,Nevada,Clear Creek Elementary,Clear Creek Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,,N,,,N,K,8,149,43,28.9%,47,31.5%,147,43,29.3%,47,32.0%,Y
2014-2015,29,66332,0125955,Nevada,Grass Valley Elementary,Bell Hill Academy,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,201,120,59.7%,144,71.6%,200,120,60.0%,144,72.0%,Y
2014-2015,29,66332,6027122,Nevada,Grass Valley Elementary,Lyman Gilmore Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,5,8,521,273,52.4%,332,63.7%,521,273,52.4%,332,63.7%,Y
2014-2015,29,66332,6106157,Nevada,Grass Valley Elementary,Margaret G. Scotten Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,500,324,64.8%,377,75.4%,489,316,64.6%,368,75.3%,Y
2014-2015,29,66332,6111140,Nevada,Grass Valley Elementary,Grass Valley Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,0022,Locally funded,N,K,8,511,80,15.7%,120,23.5%,508,80,15.7%,120,23.6%,Y
2014-2015,29,66340,0000001,Nevada,Nevada City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,4,4,100.0%,4,100.0%,4,4,100.0%,4,100.0%,Y
2014-2015,29,66340,6027148,Nevada,Nevada City Elementary,Seven Hills Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,5,8,410,95,23.2%,124,30.2%,409,95,23.2%,124,30.3%,Y
2014-2015,29,66340,6097315,Nevada,Nevada City Elementary,Deer Creek Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,4,410,112,27.3%,129,31.5%,402,108,26.9%,125,31.1%,Y
2014-2015,29,66340,6112593,Nevada,Nevada City Elementary,Nevada City Charter,Elementary School District,Elementary Schools (Public),Traditional,,Y,0069,Locally funded,N,K,8,55,17,30.9%,18,32.7%,54,17,31.5%,18,33.3%,Y
2014-2015,29,66357,0000001,Nevada,Nevada Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,39,29,74.4%,29,74.4%,35,26,74.3%,26,74.3%,Y
2014-2015,29,66357,0112367,Nevada,Nevada Joint Union High,William & Marian Ghidotti High,High School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,158,25,15.8%,38,24.1%,154,25,16.2%,38,24.7%,Y
2014-2015,29,66357,0124834,Nevada,Nevada Joint Union High,Sierra Academy of Expeditionary Learning,High School District,High Schools (Public),Traditional,,Y,1336,Directly funded,Y,9,12,65,12,18.5%,18,27.7%,65,12,18.5%,18,27.7%,Y
2014-2015,29,66357,2930030,Nevada,Nevada Joint Union High,North Point Academy,High School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,9,12,92,29,31.5%,32,34.8%,80,25,31.3%,28,35.0%,Y
2014-2015,29,66357,2930048,Nevada,Nevada Joint Union High,Bear River High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,711,112,15.8%,161,22.6%,685,107,15.6%,153,22.3%,Y
2014-2015,29,66357,2930071,Nevada,Nevada Joint Union High,Silver Springs High (Continuation),High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,161,109,67.7%,122,75.8%,142,96,67.6%,109,76.8%,Y
2014-2015,29,66357,2930089,Nevada,Nevada Joint Union High,NU Tech High,High School District,Continuation High Schools,Continuation School,,N,,,N,9,12,45,19,42.2%,24,53.3%,38,17,44.7%,22,57.9%,Y
2014-2015,29,66357,2935500,Nevada,Nevada Joint Union High,Nevada Union High,High School District,High Schools (Public),Traditional,,N,,,N,9,12,"1,732",452,26.1%,604,34.9%,"1,660",425,25.6%,572,34.5%,Y
2014-2015,29,66373,0000001,Nevada,Pleasant Ridge Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,2,1,50.0%,1,50.0%,2,1,50.0%,1,50.0%,Y
2014-2015,29,66373,6094981,Nevada,Pleasant Ridge Union Elementary,Magnolia Intermediate,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,464,84,18.1%,116,25.0%,464,84,18.1%,116,25.0%,Y
2014-2015,29,66373,6101018,Nevada,Pleasant Ridge Union Elementary,Cottage Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,474,90,19.0%,129,27.2%,465,88,18.9%,127,27.3%,Y
2014-2015,29,66373,6105811,Nevada,Pleasant Ridge Union Elementary,Alta Sierra Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,289,59,20.4%,81,28.0%,283,59,20.8%,80,28.3%,Y
2014-2015,29,66407,0128629,Nevada,Union Hill Elementary,Union Hill Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,132,28,21.2%,36,27.3%,132,28,21.2%,36,27.3%,Y
2014-2015,29,66407,6027197,Nevada,Union Hill Elementary,Union Hill Elementary,Elementary School District,Elementary Schools (Public),Traditional,,Y,1576,Locally funded,N,K,6,486,118,24.3%,162,33.3%,468,115,24.6%,157,33.5%,Y
2014-2015,29,66407,6113088,Nevada,Union Hill Elementary,Union Hill Charter Home,Elementary School District,Elementary Schools (Public),Traditional,,Y,0082,Locally funded,N,K,8,16,0,0.0%,0,0.0%,16,0,0.0%,0,0.0%,Y
2014-2015,29,66415,6027205,Nevada,Twin Ridges Elementary,Washington Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,6,6,100.0%,6,100.0%,6,6,100.0%,6,100.0%,Y
2014-2015,29,66415,6089403,Nevada,Twin Ridges Elementary,Grizzly Hill,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,91,73,80.2%,80,87.9%,90,73,81.1%,79,87.8%,Y
2014-2015,29,76877,6027171,Nevada,Penn Valley Union Elementary,Pleasant Valley Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,4,8,241,70,29.0%,98,40.7%,241,70,29.0%,98,40.7%,Y
2014-2015,29,76877,6027189,Nevada,Penn Valley Union Elementary,Ready Springs Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,216,134,62.0%,156,72.2%,213,133,62.4%,155,72.8%,Y
2014-2015,29,76877,6110746,Nevada,Penn Valley Union Elementary,Williams Ranch Elementary,Elementary School District,Elementary Schools (Public),Traditional,,N,,,N,K,3,206,68,33.0%,86,41.7%,201,65,32.3%,83,41.3%,Y
2014-2015,29,76877,6111371,Nevada,Penn Valley Union Elementary,Vantage Point Charter,Elementary School District,K-12 Schools (Public),Traditional,,Y,0024,Locally funded,N,K,12,54,21,38.9%,28,51.9%,49,19,38.8%,26,53.1%,Y
2014-2015,30,10306,0126037,Orange,Orange County Department of Education,The Academy,County Office of Education (COE),High Schools (Public),Traditional,,Y,1419,Directly funded,Y,9,12,269,137,50.9%,197,73.2%,269,137,50.9%,197,73.2%,Y
2014-2015,30,10306,3030426,Orange,Orange County Department of Education,Access Juvenile Hall,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,,N,,,N,K,12,513,258,50.3%,263,51.3%,417,229,54.9%,234,56.1%,Y
2014-2015,30,10306,3030632,Orange,Orange County Department of Education,OCCS:CHEP/PCHS,County Office of Education (COE),K-12 Schools (Public),Traditional,,N,,,N,K,12,"1,343",214,15.9%,269,20.0%,"1,310",209,16.0%,260,19.8%,Y
2014-2015,30,10306,3030764,Orange,Orange County Department of Education,Access County Community,County Office of Education (COE),County Community,County Community School,,N,,,N,K,12,"2,750","1,881",68.4%,"2,022",73.5%,"1,834","1,307",71.3%,"1,397",76.2%,Y
2014-2015,30,10306,6069553,Orange,Orange County Department of Education,Orange County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,,N,,,N,K,12,438,63,14.4%,70,16.0%,307,44,14.3%,47,15.3%,Y
2014-2015,30,66423,0000001,Orange,Anaheim City,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,8,4,50.0%,4,50.0%,8,4,50.0%,4,50.0%,Y
2014-2015,30,66423,0113712,Orange,Anaheim City,Orange Grove Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,681,595,87.4%,642,94.3%,665,583,87.7%,629,94.6%,Y
2014-2015,30,66423,0121053,Orange,Anaheim City,Ponderosa Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,"1,074",982,91.4%,"1,033",96.2%,"1,055",966,91.6%,"1,016",96.3%,Y
2014-2015,30,66423,6027221,Orange,Anaheim City,Lincoln (Abraham) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,947,729,77.0%,834,88.1%,925,714,77.2%,815,88.1%,Y
2014-2015,30,66423,6027239,Orange,Anaheim City,Price (Adelaide) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,798,493,61.8%,594,74.4%,798,493,61.8%,594,74.4%,Y
2014-2015,30,66423,6027247,Orange,Anaheim City,Stoddard (Alexander J.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,708,418,59.0%,505,71.3%,708,418,59.0%,505,71.3%,Y
2014-2015,30,66423,6027254,Orange,Anaheim City,Juarez (Benito) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,730,366,50.1%,474,64.9%,730,366,50.1%,474,64.9%,Y
2014-2015,30,66423,6027262,Orange,Anaheim City,Franklin (Benjamin) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,908,671,73.9%,793,87.3%,890,661,74.3%,780,87.6%,Y
2014-2015,30,66423,6027270,Orange,Anaheim City,Ross (Betsy) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,"1,009",786,77.9%,886,87.8%,992,776,78.2%,874,88.1%,Y
2014-2015,30,66423,6027288,Orange,Anaheim City,Barton (Clara) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,713,458,64.2%,537,75.3%,713,458,64.2%,537,75.3%,Y
2014-2015,30,66423,6027312,Orange,Anaheim City,Mann (Horace) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,"1,062",903,85.0%,999,94.1%,"1,044",891,85.3%,984,94.3%,Y
2014-2015,30,66423,6027320,Orange,Anaheim City,Guinn (James M.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,794,592,74.6%,670,84.4%,780,581,74.5%,658,84.4%,Y
2014-2015,30,66423,6027338,Orange,Anaheim City,Madison (James) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,660,466,70.6%,534,80.9%,644,458,71.1%,525,81.5%,Y
2014-2015,30,66423,6027346,Orange,Anaheim City,Marshall (John) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,752,540,71.8%,638,84.8%,733,529,72.2%,624,85.1%,Y
2014-2015,30,66423,6027353,Orange,Anaheim City,Loara Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,553,353,63.8%,437,79.0%,536,343,64.0%,425,79.3%,Y
2014-2015,30,66423,6027361,Orange,Anaheim City,Gauer (Melbourne A.) Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2                             ,N,,,N,K,6,748,526,70.3%,616,82.4%,731,519,71.0%,603,82.5%,Y
